,d1r1,d1r0,d0r1,d0r0,ROR,SE,CI95min,CI95max
".ALPHA.-TOCOPHEROL ACETATE, DL-\.BETA.-CAROTENE\ASCORBIC ACID\CALCIUM CARBONATE\CALCIUM PANTOTHENATE\CHOLECALCIFEROL\CYANOCOBALAMIN\DOCUSATE SODIUM\FERROUS FUMARATE\FOLIC ACID\NIACINAMIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\THIAMINE MONONITRATE\ZINC OXIDE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL ACETATE, DL-\.BETA.-CAROTENE\ASCORBIC ACID\CALCIUM CARBONATE\CHOLECALCIFEROL\CUPRIC OXIDE\CYANOCOBALAMIN\FERROUS FUMARATE\FOLIC ACID\NIACINAMIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\THIAMINE MONONITRATE\VITAMIN A ACETATE\ZINC OXIDE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL ACETATE, DL-\.BETA.-CAROTENE\ASCORBIC ACID\CALCIUM CARBONATE\CHOLECALCIFEROL\CUPRIC OXIDE\CYANOCOBALAMIN\FERROUS FUMARATE\FOLIC ACID\NIACINAMIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\THIAMINE MONONITRATE\ZINC OXIDE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL ACETATE, DL-\.BETA.-CAROTENE\ASCORBIC ACID\CALCIUM CARBONATE\CHOLECALCIFEROL\CYANOCOBALAMIN\FERROUS FUMARATE\FOLIC ACID\NIACINAMIDE\POTASSIUM IODIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\THIAMINE MONONITRATE\ZINC OXIDE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL ACETATE, DL-\.BETA.-CAROTENE\ASCORBIC ACID\CALCIUM SULFATE\CHOLECALCIFEROL\CUPRIC OXIDE\CYANOCOBALAMIN\FERROUS FUMARATE\FOLIC ACID\NIACINAMIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\THIAMINE MONONITRATE\VITAMIN A ACETATE\ZINC OXIDE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL ACETATE, DL-\.BETA.-CAROTENE\ASCORBIC ACID\CHOLECALCIFEROL\COBALAMIN\DOCONEXENT\FOLIC ACID\IRON\LEVOMEFOLATE CALCIUM\MAGNESIUM OXIDE\NIACINAMIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\THIAMINE MONONITRATE\VITAMIN A ACETATE\ZINC OXIDE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL ACETATE, DL-\.BETA.-CAROTENE\ASCORBIC ACID\CHOLECALCIFEROL\CUPRIC OXIDE\CYANOCOBALAMIN\DOCONEXENT\FOLIC ACID\IRON DEXTRAN\MAGNESIUM OXIDE\NIACINAMIDE\POTASSIUM IODIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\THIAMINE MONONITRATE\ZINC OXIDE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL ACETATE, DL-\.BETA.-CAROTENE\ASCORBIC ACID\CHOLECALCIFEROL\CUPRIC OXIDE\CYANOCOBALAMIN\DOCONEXENT\FOLIC ACID\IRON\LEVOMEFOLATE CALCIUM\MAGNESIUM OXIDE\NIACINAMIDE\POTASSIUM IODIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\THIAMINE MONONITRATE\ZINC OXIDE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL ACETATE, DL-\.BETA.-CAROTENE\ASCORBIC ACID\CUPRIC OXIDE\ZINC OXIDE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL ACETATE, DL-\.BETA.-CAROTENE\CALCIUM ASCORBATE\CALCIUM CARBONATE\CALCIUM PANTOTHENATE\CHOLECALCIFEROL\CYANOCOBALAMIN\FERROUS FUMARATE\FOLIC ACID\NIACINAMIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\THIAMINE MONONITRATE\ZINC OXIDE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL ACETATE, DL-\ASCORBIC ACID\BETA CAROTENE\CALCIUM CARBONATE\CHOLECALCIFEROL\CUPRIC OXIDE\CYANOCOBALAMIN\FERROUS FUMARATE\FOLIC ACID\NIACINAMIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\THIAMINE MONONITRATE\VITAMIN A ACETATE\ZINC OXIDE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL ACETATE, DL-\ASCORBIC ACID\BIOTIN\BLUEBERRY\CHOLECALCIFEROL\CYANOCOBALAMIN\DOCUSATE SODIUM\FERROUS ASPARTO GLYCINATE\FOLIC ACID\LEVOMEFOLIC ACID\POTASSIUM IODIDE\PYRIDOXINE HYDROCHLORIDE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL ACETATE, DL-\ASCORBIC ACID\BIOTIN\CALCIUM PANTOTHENATE\CHROMIC CHLORIDE\CUPRIC OXIDE\CYANOCOBALAMIN\FERROUS FUMARATE\FOLIC ACID\LEMON\MAGNESIUM OXIDE\MANGANESE\NIACINAMIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\SELENOMETHIONINE SE-75\THIAMINE MONONITRATE\VITAMIN A ACETATE\ZINC OXIDE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL ACETATE, DL-\ASCORBIC ACID\BIOTIN\CUPRIC SULFATE\CYANOCOBALAMIN\DOCUSATE SODIUM\FOLIC ACID\IRON",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL ACETATE, DL-\ASCORBIC ACID\CALCIUM CARBONATE\CHOLECALCIFEROL\CUPRIC OXIDE\FERROUS FUMARATE\FOLIC ACID\MAGNESIUM OXIDE\PYRIDOXINE HYDROCHLORIDE\ZINC OXIDE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL ACETATE, DL-\ASCORBIC ACID\CALCIUM\CHOLECALCIFEROL\COPPER\CYANOCOBALAMIN\FOLIC ACID\IRON\NIACIN\PYRIDOXINE\RIBOFLAVIN\THIAMINE MONONITRATE\VITAMIN A\ZINC",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL ACETATE, DL-\ASCORBIC ACID\CALCIUM\CHOLECALCIFEROL\CYANOCOBALAMIN\DOCONEXENT\FERROUS FUMARATE\FOLIC ACID\MAGNESIUM\PYRIDOXINE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL ACETATE, DL-\ASCORBIC ACID\CHOLECALCIFEROL\CYANOCOBALAMIN\FERROUS FUMARATE\FOLIC ACID\NIACINAMIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\SODIUM ASCORBATE\THIAMINE MONONITRATE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL ACETATE, DL-\ASCORBIC ACID\CHOLECALCIFEROL\CYANOCOBALAMIN\FOLIC ACID\IRON\NIACINAMIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\THIAMINE MONONITRATE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL ACETATE, DL-\ASCORBIC ACID\CHOLECALCIFEROL\CYANOCOBALAMIN\FOLIC ACID\NIACINAMIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\SODIUM ASCORBATE\SODIUM FLUORIDE\THIAMINE MONONITRATE\VITAMIN A ACETATE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL ACETATE, DL-\ASCORBIC ACID\CHOLECALCIFEROL\CYANOCOBALAMIN\NIACINAMIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\SODIUM FLUORIDE\THIAMINE HYDROCHLORIDE\VITAMIN A PALMITATE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL ACETATE, DL-\ASCORBIC ACID\CHOLECALCIFEROL\FERROUS SULFATE\NIACINAMIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\SODIUM FLUORIDE\THIAMINE HYDROCHLORIDE\VITAMIN A PALMITATE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL ACETATE, DL-\ASCORBIC ACID\CYANOCOBALAMIN\FLUORIDE ION\FOLIC ACID\NIACIN\PYRIDOXINE\RIBOFLAVIN\THIAMINE\VITAMIN A\VITAMIN D",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL ACETATE, DL-\ASCORBIC ACID\VITAMIN A PALMITATE\ZINC SULFATE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL ACETATE, DL-\BIOTIN\CALCIUM\CALCIUM ASCORBATE\CALCIUM THREONATE\CHOLECALCIFEROL\DOCONEXENT\DOCUSATE SODIUM\FERROUS ASPARTO GLYCINATE\FOLIC ACID\ICOSAPENT\IODINE\IRON\LINOLENIC ACID\MAGNESIUM OXIDE\NIACINAMIDE\OMEGA-3 FATTY ACIDS\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\ZINC OXIDE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL ACETATE, DL-\CALCIUM CARBONATE\CUPRIC OXIDE\CYANOCOBALAMIN\DOCUSATE SODIUM\ERGOCALCIFEROL\FERROUS FUMARATE\FOLIC ACID\NIACIN\NIACINAMIDE ASCORBATE\POTASSIUM IODIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\THIAMINE MONONITRATE\VITAMIN A ACETATE\ZINC OXIDE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL ACETATE, DL-\TOCOPHEROL",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL ACETATE\.ALPHA.-TOCOPHEROL ACETATE, DL-\.BETA.-CAROTENE\ASCORBIC ACID\BIOTIN\CALCIUM CARBONATE\CALCIUM PANTOTHENATE\CHOLECALCIFEROL\CUPRIC OXIDE\CYANOCOBALAMIN\FOLIC ACID\IRON\MAGNESIUM OXIDE\NIACINAMIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\THIAMINE HYDROCHLORIDE\ZINC OXIDE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL ACETATE\.ALPHA.-TOCOPHEROL ACETATE, DL-\ASCORBIC ACID\CHOLECALCIFEROL\CYANOCOBALAMIN\FLUORIDE ION\FOLIC ACID\NIACIN\NIACINAMIDE\PYRIDOXINE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\SODIUM FLUORIDE\THIAMINE\THIAMINE HYDROCHLORIDE\VITAMIN A\VITAMIN A ACETATE\VITAMIN D",0,0,205,36844,,,,
.ALPHA.-TOCOPHEROL ACETATE\.BETA.-CAROTENE\ASCORBIC ACID\CALCIUM CARBONATE\CHOLECALCIFEROL\CUPRIC OXIDE\CYANOCOBALAMIN\FERROUS FUMARATE\FOLIC ACID\MAGNESIUM OXIDE\NIACINAMIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\THIAMINE MONONITRATE\ZINC OXIDE,0,0,205,36844,,,,
.ALPHA.-TOCOPHEROL ACETATE\ALLANTOIN\LIDOCAINE\PREDNISOLONE,0,0,205,36844,,,,
.ALPHA.-TOCOPHEROL ACETATE\ASCORBIC ACID\BIOTIN\CHOLECALCIFEROL\CYANOCOBALAMIN\DEXPANTHENOL\FOLIC ACID\NIACINAMIDE\PHYTONADIONE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN 5'-PHOSPHATE SODIUM\THIAMINE HYDROCHLORIDE\VITAMIN A PALMITATE,0,0,205,36844,,,,
.ALPHA.-TOCOPHEROL ACETATE\ASCORBIC ACID\BIOTIN\CHOLECALCIFEROL\CYANOCOBALAMIN\DEXPANTHENOL\FOLIC ACID\NIACINAMIDE\PHYTONADIONE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN 5^-PHOSPHATE SODIUM\THIAMINE HYDROCHLORIDE\VITAMIN A PALMITATE,0,0,205,36844,,,,
.ALPHA.-TOCOPHEROL ACETATE\ASCORBIC ACID\BIOTIN\CHOLECALCIFEROL\CYANOCOBALAMIN\DEXPANTHENOL\FOLIC ACID\NIACINAMIDE\PHYTONADIONE\PYRIDOXINE\RIBOFLAVIN\THIAMINE\VITAMIN A,0,0,205,36844,,,,
.ALPHA.-TOCOPHEROL ACETATE\ASCORBIC ACID\BIOTIN\CHOLECALCIFEROL\CYANOCOBALAMIN\DEXPANTHENOL\FOLIC ACID\NIACINAMIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN 5'-PHOSPHATE SODIUM\THIAMINE HYDROCHLORIDE\VITAMIN A PALMITATE,0,0,205,36844,,,,
.ALPHA.-TOCOPHEROL ACETATE\ASCORBIC ACID\CALCIUM CARBONATE\CHOLECALCIFEROL\CUPRIC OXIDE\CYANOCOBALAMIN\DOCUSATE SODIUM\FOLIC ACID\IRON PENTACARBONYL\MAGNESIUM OXIDE\NIACINAMIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\THIAMINE MONONITRATE\VITAMIN A\ZINC OXIDE,0,0,205,36844,,,,
.ALPHA.-TOCOPHEROL ACETATE\ASCORBIC ACID\CALCIUM CARBONATE\CHOLECALCIFEROL\CYANOCOBALAMIN\FERROUS FUMARATE\FOLIC ACID\NIACINAMIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\THIAMINE MONONITRATE\VITAMIN A PALMITATE\ZINC OXIDE,0,0,205,36844,,,,
.ALPHA.-TOCOPHEROL ACETATE\ASCORBIC ACID\CHOLECALCIFEROL\DOCONEXENT\DOCUSATE SODIUM\FERROUS FUMARATE\FOLIC ACID\PYRIDOXINE HYDROCHLORIDE\TRIBASIC CALCIUM PHOSPHATE,0,0,205,36844,,,,
.ALPHA.-TOCOPHEROL ACETATE\BIOTIN\CALCIUM ASCORBATE\CALCIUM CARBONATE\CALCIUM THREONATE\CHOLECALCIFEROL\DOCONEXENT\DOCUSATE SODIUM\FOLIC ACID\ICOSAPENT\IODINE\IRON\LINOLENIC ACID\MAGNESIUM\NIACINAMIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\ZINC,0,0,205,36844,,,,
.ALPHA.-TOCOPHEROL ACETATE\CALCIUM\CALCIUM ASCORBATE\CALCIUM THREONATE\CHOLECALCIFEROL\DOCONEXENT\FERROUS ASPARTO GLYCINATE\FOLIC ACID\ICOSAPENT\IRON\LINOLENIC ACID\PYRIDOXINE HYDROCHLORIDE,0,0,205,36844,,,,
.ALPHA.-TOCOPHEROL ACETATE\OCTINOXATE\OXYBENZONE\PANTHENOL\TITANIUM DIOXIDE,0,0,205,36844,,,,
.ALPHA.-TOCOPHEROL ACETATE\OENOTHERA BIENNIS,0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL CALCIUM SUCCINATE, D-",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL SUCCINATE, D-",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL SUCCINATE, D-\.BETA.-CAROTENE\ASCORBIC ACID\CHOLECALCIFEROL\CYANOCOBALAMIN CO-57\FOLIC ACID\IRON\MAGNESIUM OXIDE\NIACIN\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\THIAMINE MONONITRATE\VITAMIN A ACETATE\ZINC OXIDE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL SUCCINATE, D-\ASCORBIC ACID\BIOTIN\CALCIUM PANTOTHENATE\CHOLECALCIFEROL\COBALAMIN\FOLIC ACID\NIACINAMIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\SELENIUM\THIAMINE MONONITRATE\ZINC CITRATE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL SUCCINATE, D-\ASCORBIC ACID\BIOTIN\CALCIUM PANTOTHENATE\COBALAMIN\FOLIC ACID\NIACINAMIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\SELENOCYSTEINE\THIAMINE MONONITRATE\ZINC CITRATE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL SUCCINATE, D-\ASCORBIC ACID\BIOTIN\CALCIUM PANTOTHENATE\CYANOCOBALAMIN CO-57\FOLIC ACID\NIACIN\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\SODIUM SELENATE\SODIUM SELENITE\THIAMINE MONONITRATE\ZINC OXIDE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL SUCCINATE, D-\ASCORBIC ACID\CALCIUM CARBONATE\CHOLECALCIFEROL\CUPRIC OXIDE\CYANOCOBALAMIN CO-57\FOLIC ACID\IRON\NIACIN\PANTOTHENIC ACID\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\THIAMINE MONONITRATE\VITAMIN A PALMITATE\ZINC OXIDE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL SUCCINATE, D-\ASCORBIC ACID\CHOLECALCIFEROL\CYANOCOBALAMIN\NIACINAMIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN 5^-PHOSPHATE SODIUM\SODIUM FLUORIDE\THIAMINE HYDROCHLORIDE\VITAMIN A PALMITATE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL SUCCINATE, D-\BIOTIN\CALCIUM PANTOTHENATE\CHOLECALCIFEROL\CUPRIC SULFATE\CYANOCOBALAMIN\FOLIC ACID\HEME IRON POLYPEPTIDE\IRON DEXTRAN\NIACINAMIDE\POTASSIUM IODIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\SELENIUM\THIAMINE MONONITRATE\ZINC OXIDE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL, D-",0,1,205,36843,,,,
".ALPHA.-TOCOPHEROL, D-\ASCORBIC ACID\BIOTIN\CALCIUM\CHROMIUM NICOTINATE\COPPER\CYANOCOBALAMIN\FOLIC ACID\LYCOPENE\MAGNESIUM\MAGNESIUM OXIDE\NIACINAMIDE\OMEGA-3-ACID ETHYL ESTERS\PANTOTHENIC ACID\PHYTONADIONE\RIBOFLAVIN\SELENIUM\THIAMINE\VITAMIN A\VITAMIN D\ZINC OXIDE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL, D-\ASCORBIC ACID\BIOTIN\CHOLECALCIFEROL\CUPRIC SULFATE ANHYDROUS\CYANOCOBALAMIN\DOCONEXENT\DOCUSATE SODIUM\FERROUS FUMARATE\FISH OIL\FOLIC ACID\ICOSAPENT\INOSITOL NIACINATE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\THIAMINE MONONITRATE\ZINC SULFATE MONOHYDRATE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL, D-\ASCORBIC ACID\CHOLECALCIFEROL\CUPRIC SULFATE\CYANOCOBALAMIN\FERROUS FUMARATE\FOLIC ACID\MAGNESIUM\OMEGA-3 FATTY ACIDS\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\THIAMINE MONONITRATE\ZINC OXIDE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL, D-\FISH OIL",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL, DL-",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL, DL-\ASCORBIC ACID\BIOTIN\CALCIUM CARBONATE\CHOLECALCIFEROL\CYANOCOBALAMIN\DOCONEXENT\FOLIC ACID\IRON PENTACARBONYL\LOWBUSH BLUEBERRY\MAGNESIUM OXIDE\POTASSIUM IODIDE\PYRIDOXINE HYDROCHLORIDE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL, DL-\ASCORBIC ACID\CALCIUM CARBONATE\CHOLECALCIFEROL\CYANOCOBALAMIN\DOCONEXENT\FERROUS FUMARATE\FOLIC ACID\MAGNESIUM OXIDE\PYRIDOXINE HYDROCHLORIDE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL, DL-\CALCIUM CITRATE\CHOLECALCIFEROL\DOCONEXENT\DOCUSATE SODIUM\FOLIC ACID\IRON PENTACARBONYL\PYRIDOXINE HYDROCHLORIDE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL, DL-\CHOLECALCIFEROL\VITAMIN A PALMITATE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL, DL-\ERGOCALCIFEROL\PHYTONADIONE\VITAMIN A PALMITATE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL, DL-\FISH OIL",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL\.ALPHA.-TOCOPHEROL ACETATE, DL-\ASCORBIC ACID\BIOTIN\CYANOCOBALAMIN\DEXPANTHENOL\ERGOCALCIFEROL\FOLIC ACID\NIACINAMIDE\PYRIDOXINE HYDROCHLORIDE\RETINOL\RIBOFLAVIN 5'-PHOSPHATE SODIUM\THIAMINE",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL\.ALPHA.-TOCOPHEROL ACETATE\.ALPHA.-TOCOPHEROL ACETATE, DL-\ASCORBIC ACID\CHOLECALCIFEROL\COBALAMIN\CYANOCOBALAMIN\FLUORIDE ION\FOLIC ACID\NIACIN\NIACINAMIDE\PYRIDOXINE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\SODIUM ASCORBATE\SODIUM FLUORIDE\THIAMINE\THIAMINE MONONITRATE\VITAMIN A\VITA",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL\.ALPHA.-TOCOPHEROL SUCCINATE, D-\ASCORBIC ACID\BEHENIC ACID\CHOLECALCIFEROL\CUPRIC OXIDE\CYANOCOBALAMIN\CYANOCOBALAMIN CO-57\DOCONEXENT\DOCUSATE SODIUM\FOLIC ACID\IRON PENTACARBONYL\LYCOPENE\MAGNESIUM OXIDE\RIBOFLAVIN\SELENIUM\SODIUM SELENITE\THIAMINE\THIAMINE MONONITRATE\UBIDECAR",0,0,205,36844,,,,
".ALPHA.-TOCOPHEROL\.ALPHA.-TOCOPHEROL, D-\ASCORBIC ACID\DOCONEXENT\FERROUS FUMARATE\FOLIC ACID\ICOSAPENT\PYRIDOXINE HYDROCHLORIDE\TRICALCIUM PHOSPHATE",0,0,205,36844,,,,
.ALPHA.-TOCOPHEROL\ALOE VERA LEAF\GLYCERIN\LIDOCAINE\PARABENS,0,0,205,36844,,,,
.ALPHA.-TOCOPHEROL\ALOE VERA LEAF\ZINC OXIDE,0,0,205,36844,,,,
.ALPHA.-TOCOPHEROL\ASCORBIC ACID,0,0,205,36844,,,,
.ALPHA.-TOCOPHEROL\ASCORBIC ACID\BIOTIN\CALCIUM CARBONATE\CHOLECALCIFEROL\COPPER\CYANOCOBALAMIN\FERROUS FUMARATE\FOLIC ACID\IODINE\MAGNESIUM\NIACINAMIDE\PANTOTHENIC ACID\PYRIDOXINE\RIBOFLAVIN\THIAMINE\VITAMIN A\ZINC,0,0,205,36844,,,,
.ALPHA.-TOCOPHEROL\ASCORBIC ACID\BIOTIN\CALCIUM CARBONATE\CHOLECALCIFEROL\CYANOCOBALAMIN\DOCONEXENT\FERROUS FUMARATE\FOLIC ACID\ICOSAPENT\MAGNESIUM OXIDE\POTASSIUM IODIDE\PYRIDOXINE,0,0,205,36844,,,,
.ALPHA.-TOCOPHEROL\ASCORBIC ACID\BIOTIN\CYANOCOBALAMIN\DEXPANTHENOL\ERGOCALCIFEROL\FOLIC ACID\NIACINAMIDE\PHYTONADIONE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN 5'-PHOSPHATE SODIUM\THIAMINE HYDROCHLORIDE\VITAMIN A,0,0,205,36844,,,,
.ALPHA.-TOCOPHEROL\ASCORBIC ACID\BIOTIN\CYANOCOBALAMIN\DEXPANTHENOL\ERGOCALCIFEROL\FOLIC ACID\NIACINAMIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN 5'-PHOSPHATE SODIUM\THIAMINE HYDROCHLORIDE\VITAMIN A,0,0,205,36844,,,,
.ALPHA.-TOCOPHEROL\ASCORBIC ACID\CALCIUM CITRATE\CHOLECALCIFEROL\COPPER\DOCONEXENT\DOCUSATE SODIUM\FOLIC ACID\ICOSAPENT\IODINE\IRON\NIACINAMIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\THIAMINE\ZINC,0,0,205,36844,,,,
.ALPHA.-TOCOPHEROL\ASCORBIC ACID\CHOLECALCIFEROL\CYANOCOBALAMIN\FOLATE SODIUM\NIACIN\PYRIDOXINE\RIBOFLAVIN\SODIUM FLUORIDE\THIAMINE\VITAMIN A,0,0,205,36844,,,,
.ALPHA.-TOCOPHEROL\ASCORBIC ACID\CHOLECALCIFEROL\CYANOCOBALAMIN\FOLIC ACID\IRON\NIACIN\PYRIDOXINE\RIBOFLAVIN\THIAMINE,0,0,205,36844,,,,
.ALPHA.-TOCOPHEROL\ASCORBIC ACID\CHOLECALCIFEROL\DOCONEXENT\DOCUSATE SODIUM\FERROUS FUMARATE\FOLIC ACID\PYRIDOXINE HYDROCHLORIDE\TRIBASIC CALCIUM PHOSPHATE,0,0,205,36844,,,,
.ALPHA.-TOCOPHEROL\ASCORBIC ACID\CHOLECALCIFEROL\DOCONEXENT\DOCUSATE SODIUM\FOLIC ACID\IRON\PYRIDOXINE HYDROCHLORIDE\TRIBASIC CALCIUM PHOSPHATE,0,0,205,36844,,,,
.ALPHA.-TOCOPHEROL\ASCORBIC ACID\CHOLECALCIFEROL\IRON\NIACINAMIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN 5'-PHOSPHATE SODIUM\SODIUM FLUORIDE\THIAMINE HYDROCHLORIDE\VITAMIN A PALMITATE,0,0,205,36844,,,,
.ALPHA.-TOCOPHEROL\ASCORBIC ACID\COPPER\CYANOCOBALAMIN\FOLIC ACID\IODINE\IRON\MAGNESIUM\NIACIN\OMEGA-3 FATTY ACIDS\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\THIAMINE MONONITRATE\VITAMIN A\VITAMIN D\ZINC,0,0,205,36844,,,,
.ALPHA.-TOCOPHEROL\ASCORBIC ACID\COPPER\LUTEIN\ZINC,0,0,205,36844,,,,
.ALPHA.-TOCOPHEROL\CETYL ALCOHOL,0,0,205,36844,,,,
.ALPHA.-TOCOPHEROL\COCOA BUTTER,0,0,205,36844,,,,
.ALPHA.-TOCOPHEROL\ERGOCALCIFEROL\PHYTONADIONE\VITAMIN A,0,2,205,36842,,,,
.ALPHA.-TOCOPHEROL\FISH OIL,0,0,205,36844,,,,
.ALPHA.-TOCOPHEROL\HERBALS\HYALURONIC ACID,0,0,205,36844,,,,
.ALPHA.-TOCOPHEROL\MAGNESIUM\POTASSIUM\PYRIDOXINE,0,0,205,36844,,,,
.ALPHA.-TOCOPHEROL\RETINOL,0,1,205,36843,,,,
.ALPHA.-TOCOPHEROL\VITAMINS,0,0,205,36844,,,,
.ALPHA.1-PROTEINASE INHIBITOR HUMAN,0,0,205,36844,,,,
.BETA.-ACETYLDIGOXIN,0,0,205,36844,,,,
.BETA.-CAROTENE,0,0,205,36844,,,,
.BETA.-CAROTENE\ASCORBIC ACID\CALCIUM CARBONATE\CHOLECALCIFEROL\CYANOCOBALAMIN\FERROUS FUMARATE\FOLIC ACID\NIACINAMIDE\POTASSIUM IODIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\THIAMINE MONONITRATE\ZINC,0,0,205,36844,,,,
.BETA.-HYDROXYISOVALERIC ACID\ARGININE\GLUTAMINE,0,0,205,36844,,,,
.BETA.-SITOSTEROL,0,0,205,36844,,,,
.BETA.-SITOSTEROL\CYANOCOBALAMIN\FOLIC ACID\OMEGA-3-ACID ETHYL ESTERS\PYRIDOXINE HYDROCHLORIDE,0,0,205,36844,,,,
.BETA.-SITOSTEROL\RED YEAST,0,0,205,36844,,,,
".DELTA.-TOCOPHEROL, DL-",0,0,205,36844,,,,
